공고번호,지역,회사명,공고제목,기술스택/분야,마감일
53933055,서울,(주)씽클레어,(주)씽클레어 서버 자산 실사 및 이전 계획 수립 경력 채용 공고입니다,"기술지원, 유지보수, IT컨설팅, SE(시스템엔지니어), 시스템관리 등록일 26/05/19",~ 06/18(목)
53802073,서울,(주)칩스앤미디어,[반도체 IP설계] RTL설계&검증엔지니어,"FPGA, H/W, 쉘스크립트, C++, C언어 외                    수정일 26/05/19",~ 06/04(목)
53933023,서울,(주)퀸텟시스템즈,"AWS, Azure 등 클라우드 TA(설계.운영) 엔지니어 경력 채용","기술지원, 정보보안, 클라우드, H/W, 아키텍쳐 외                    등록일 26/05/19",~ 06/18(목)
53932986,서울,(주)이동의즐거움,모바일APP 서비스기획 및 제휴관리(과장급),"앱개발, 웹개발, 사업기획, 서비스기획, 앱기획 외                    수정일 26/05/19",~ 05/31(일)
53932984,서울,(주)이도,(주)YIDO IT사업팀 백엔드 / 웹 개발 리더 채용 (차-부장급),"백엔드/서버개발, 웹개발, RDBMS, AWS, Azure 외                    등록일 26/05/19",~ 06/18(목)
53932958,서울,(주)펨트론,[펨트론] 반도체 장비 제어 SW 개발자 채용,"임베디드, C#, C++, 장비제어, FA(공장자동화) 외                    수정일 26/05/19",~ 06/18(목)
53923234,서울,헬스앤바이오(주),[케어팟] 스마트자판기·키오스크 펌웨어 개발 경력직,"임베디드, 펌웨어, H/W, IoT, MCU 외                    수정일 26/05/19",~ 06/17(수)
53925347,서울,(주)코니바이에린,[재택근무] 데이터 엔지니어,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 유지보수, DBA 외                    수정일 26/05/18",상시채용
53932920,서울,고려사이버대학교,고려사이버대학교 인프라보안팀 직원 채용(시스템 운영·관리),"정보보안, DBMS, IDC, Linux, WAS 외                    등록일 26/05/19",~ 05/31(일)
53932906,서울,(주)인티큐브,이동통신 분야 기술 지원(시스템 엔지니어) 경력 채용,"기술지원, SE(시스템엔지니어), 네트워크, H/W, IDC 외                    등록일 26/05/19",~ 06/18(목)
53932876,서울,주식회사 티시스 아이티,보안관제(CERT),"정보보안, Splunk, SI·시스템통합, 시스템관리, 소프트웨어개발 외                    수정일 26/05/19",~ 06/17(수)
53932851,서울,엔에스원소프트(주),IoT 관제솔루션 백엔드 개발(프리),"백엔드/서버개발, 소프트웨어개발 등록일 26/05/19",~ 07/18(토)
53932824,서울,스카우트피플,DevOps 솔루션 엔지니어 채용 / Senior,"솔루션, 솔루션업체 등록일 26/05/19",~ 06/03(수)
53932822,서울,로버트월터스코리아(주),[항공우주/엔지니어] Software Engineer,"S/W, 설계엔지니어, 시스템설계, 항공, 우주 등록일 26/05/19",채용시
53932818,서울,(주)소프트힐스,CAD 데이터 변환 개발자 모집,".NET, C#, C++, CAD, CAD 외                    등록일 26/05/19",채용시
53932812,서울,스카우트피플,Java & 웹 개발자 (풀스택) / Senior 채용,"Java, 솔루션업체 등록일 26/05/19",~ 06/03(수)
53932811,서울,리얼벨류(주),리얼벨류에서 부동산 SaaS 플랫폼 Laravel/PHP 중급 개발자 채용,"앱개발, 웹개발, 웹마스터, 프론트엔드, CPO 외                    수정일 26/05/19",~ 06/18(목)
53740930,서울,(주)하이컨시,(주)하이컨시(시대인재) 백엔드 개발자 모집,"백엔드/서버개발, 보습학원 수정일 26/05/19",~ 05/27(수)
53854053,서울,안진회계법인,경영자문부문 Cyber 및 정보보호 컨설턴트,"정보보안, 회계법인 수정일 26/05/19",~ 06/11(목)
53932784,서울,엔에스원소프트(주),공공기관 IT운영/유지관리/현장업무지원 경력자 채용,"네트워크, 솔루션업체, 소프트웨어개발 등록일 26/05/19",~ 07/18(토)
53932688,서울,(주)비에이블컨설팅그룹,[대기업] AI 기획(과장급 이상),"데이터분석가, 데이터엔지니어, 보안컨설팅, 앱개발, 웹개발 외                    등록일 26/05/19",~ 05/31(일)
53932685,서울,(주)란타엑스,[정규직] 첨단 산업 데이터&AI 서비스 풀스택 개발자,"데이터엔지니어, 백엔드/서버개발, 웹개발, 유지보수, 프론트엔드 외                    수정일 26/05/19",~ 06/18(목)
53921903,서울,(주)우주전자,온라인 쇼핑몰 판매/웹디자이너/온라인 마케팅 마케터 채용,"CSS, HTML, 영업관리, 영업직, 가전판매 외                    수정일 26/05/19",~ 06/16(화)
53866223,서울,(주)만사시스템,(주)만사시스템 인프라 구축 및 유지보수 엔지니어 경력 채용,"유지보수, IT컨설팅, QA/테스터, ICT컨설팅, 모의해킹 외                    수정일 26/05/19",~ 06/11(목)
53461206,서울,데상트코리아(주),각 부문별 경력사원 모집,"보안컨설팅, 정보보안, 모의해킹, 솔루션, 인프라 외                    수정일 26/05/08",~ 05/31(일)
53773912,서울,케이투코리아(주),[케이투코리아그룹] 5월 각 부문 신입/경력사원 채용,"보안컨설팅, 앱개발, 웹개발, 웹마스터, 유지보수 외                    수정일 26/04/30",~ 05/25(월)
53866005,서울,LB유세스(주),컨택센터(IPCC/AICC) 운영 및 IVR·챗봇 시나리오 개발 담당자,"게임개발, 기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발 외                    등록일 26/05/12",채용시
53880073,서울,(주)아크도,[pc 원격점검 기술상담 모집],"기술지원, 전산총무, 원격상담, 보안, 백신 외                    수정일 26/05/14",~ 05/24(일)
53892944,서울,파인듀스,[대표직접작성] AI 개발 마케터 모집공고,"기술지원, 웹개발, 검색엔진, VPN, 마케팅기획 외                    수정일 26/05/14",~ 06/13(토)
53866146,서울,(주)만사시스템,(주)만사시스템 네트워크 구축·유지보수 엔지니어 경력 채용 공고,"유지보수, CISO, 네트워크, 방화벽, 정보통신 외                    수정일 26/05/19",~ 06/11(목)
53932571,서울,(주)비에이블컨설팅그룹,"[대기업] AI 언어모델(LLM 서비스개발) (석,박사)","데이터분석가, 데이터엔지니어, 백엔드/서버개발, IT컨설팅, 데이터시각화 외                    등록일 26/05/19",~ 05/31(일)
53932567,서울,후지쯔코리아솔루션서비스(주),후지쯔코리아솔루션서비스(주) Web/Mobile 개발자 경력 채용 공고,"웹개발, Flutter, Java, Javascript, JSP 외                    등록일 26/05/19",~ 05/29(금)
53773744,서울,(주)블루에이치알,[정규직/신도림] 현대카드 법인센터 인바운드 상담사 채용,"네트워크, 사무직, 문서작성, 사무보조, 전화응대 외                    수정일 26/05/19",상시채용
53773718,서울,(주)블루에이치알,[워라벨/용산] 세정글로벌 고객센터 상담사 관리자 채용,"네트워크, 사무직, 문서작성, 사무보조, 전화응대 외                    수정일 26/05/19",상시채용
53674051,서울,(주)블루에이치알,[정규직/시청역] 롯데카드 승인 및 제휴카드 상담사 채용,"네트워크, 사무직, 문서작성, 사무보조, 전화응대 외                    수정일 26/05/19",상시채용
53835311,서울,(주)제이엠더블유,2026 JMW 비주얼디자인팀 채용,"CSS, 자사몰관리, 보정/리터칭, 촬영보조, 일러스트레이터 외                    수정일 26/05/08",~ 05/22(금)
53932428,서울,(주)비에이블컨설팅그룹,"[대기업] AI 엔지니어(VLM, VLA) (석사,박사)","데이터분석가, 데이터엔지니어, 검색엔진, 데이터마이닝, 데이터시각화 외                    등록일 26/05/19",~ 05/31(일)
53932419,서울,아워박스(주),[서울 구로] 물류관리 시스템 개발 및 운영 개발자,"백엔드/서버개발, 웹개발, Java, PHP, 창고·보관 수정일 26/05/19",~ 07/18(토)
53932398,서울,텔코웨어(주),[텔코웨어] C/C++ 개발 경력사원 채용 공고,"백엔드/서버개발, 소프트웨어개발 수정일 26/05/19",~ 07/18(토)
53706708,서울,텔코웨어(주),[텔코웨어]  S/W개발 경력사원 채용공고 - C언어 개발,"백엔드/서버개발, SE(시스템엔지니어), 네트워크, 솔루션, 알고리즘 외                    수정일 26/05/19",채용시
53932320,서울,(주)솔로몬텍,세일즈포스 Salesforce 개발/운영 경력 채용,"데이터분석가, 백엔드/서버개발, 웹개발, 프론트엔드, IT컨설팅 외                    등록일 26/05/19",~ 06/18(목)
53932284,서울,(주)퀀텀인텔리전스,양자컴퓨팅 기반 AI 활용 신약개발 연구원 채용(탄력근무제),"데이터분석가, 딥러닝, 머신러닝, 솔루션, 신경망 외                    등록일 26/05/19",~ 06/18(목)
53873236,서울,텔코웨어(주),[텔코웨어]  Java 백엔드 개발 경력사원 채용공고,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 솔루션, 클라우드 외                    수정일 26/05/19",~ 07/12(일)
53932259,서울,굿커리어,"차량테스트및 평가/ C++,Python/3~10년/글로벌자동차부품사","SE(시스템엔지니어), S/W, C++, Linux, Python 외                    등록일 26/05/19",~ 06/01(월)
53797053,서울,(주)메이븐앤컴퍼니,대기업연구소[APP개발] 경력직 채용,"앱개발, 서치펌, 헤드헌팅 수정일 26/05/19",내일마감
53797052,서울,(주)메이븐앤컴퍼니,대기업연구소[Back-end개발자] 경력직 채용,"백엔드/서버개발, 서치펌, 헤드헌팅 수정일 26/05/19",내일마감
53932219,서울,비전서치,[코스피 상장 / 통신 3사 파트너사] 기술지원 주니어,"기술지원, SI·시스템통합 등록일 26/05/19",~ 05/26(화)
53932196,서울,(주)위루트파이낸셜,React & Flutter 프론트 개발자 모집,"백엔드/서버개발, 앱개발, 웹개발, 유지보수, 프론트엔드 외                    등록일 26/05/19",~ 06/30(화)
53932173,서울,굿커리어,시스템 엔지니어/차량통합제어장치/5~12년/글로벌자동차부품사,"SE(시스템엔지니어), 연구원, R&D, 자율주행, 서치펌 외                    등록일 26/05/19",~ 06/01(월)
53932164,서울,굿커리어,알고리즘 엔지니어/ADAS/3~10년/글로벌자동차부품사,"알고리즘, C++, 알고리즘개발, ROS, ADAS 외                    등록일 26/05/19",~ 06/01(월)
53932125,서울,(주)구루앤,(주)구루앤 보안솔루션 영업사원 모집,"보안컨설팅, 네트워크, 정보통신, 하드웨어, 장비구축 외                    등록일 26/05/19",~ 06/18(목)
53932104,서울,(주)몰큐브,(주)몰큐브 DevOps 모집 공고 (신입 ~ 3년차),"DevOps, 소프트웨어개발 수정일 26/05/19",~ 06/12(금)
53888310,서울,(주)피매치,서울대학교 융합과학기술대학원 AI 분야 석사급 연구원 채용,"데이터분석가, NLP(자연어처리), Python, R, SQL 외                    수정일 26/05/19",상시채용
53932077,서울,베스핀글로벌(주),[베스핀글로벌] AI 플랫폼엔지니어링팀 개발/운영 PL & PM(차장),"PL/SQL, 개발PM, IT컨설팅 수정일 26/05/19",~ 07/18(토)
53922225,서울,워크하모니(주),워크하모니(주) 앱 자료관리원 채용 공고,"앱개발, 콘텐츠기획, 소프트웨어개발 수정일 26/05/19",~ 06/17(수)
53845748,서울,SP정보기술,클라우드 구축&서버구축&서버관리외 정규직 신규 채용(추가모집),"기술지원, 유지보수, SE(시스템엔지니어), 네트워크, Windows 외                    수정일 26/05/19",~ 06/10(수)
53932017,서울,바탕에비뉴(주),빅데이터 분석 사업관리자 PM 및 분석가 모집,"데이터분석가, 기술기획, 전략기획, SI·시스템통합, 솔루션업체 외                    등록일 26/05/19",~ 06/18(목)
53921865,서울,(주)혁산정보시스템,출입통제/현장/SI 담당 경력 직원 채용,"기술지원, 현장관리자, 통신설계, 설치, 출입통제 외                    수정일 26/05/19",~ 06/21(일)
53862009,서울,(주)혁산정보시스템,공공기관 프로젝트 사업관리(PM),"솔루션, PM(프로젝트매니저), 사업관리, 솔루션업체 수정일 26/05/19",~ 06/14(일)
53921874,서울,(주)혁산정보시스템,솔루션 고객대응 업무 경력직 모집,"기술지원, 네트워크, 솔루션, H/W, 인바운드 외                    수정일 26/05/19",~ 06/21(일)
53931928,서울,(주)에이치에스피,"[답십리]DBA, Oracle PostgreSQL 전환 작업 3개월 구인","MyBatis, OracleDB, PostgreSQL, SI·시스템통합, SM 등록일 26/05/19",~ 05/29(금)
53918335,서울,아남전자(주),아남전자(주) 연구소(회로설계) 신입 및 경력 채용,"회로설계, 개발PM, 전기, 전자 등록일 26/05/18",~ 07/07(화)
53931875,서울,한국휴렛팩커드(유),[한국 휴렛팩커드] Sales Account Manager (부장급),"네트워크, 기술영업, 솔루션기술영업, IT영업, 기업영업 외                    등록일 26/05/19",채용시
53931866,서울,한국휴렛팩커드(유),[한국 휴렛팩커드] Sales Specialist (차장급),"네트워크, 기술영업, 솔루션기술영업, IT영업, 기업영업 외                    등록일 26/05/19",채용시
53931837,서울,(주)트래블월렛,결제 스쿼드 PM - 5년 이상,"개발PM, 인터넷금융 등록일 26/05/19",채용시
53790059,서울,(주)엔젤로보틱스,2026 엔젤로보틱스 각 분야 채용 공고 (전문연구요원 가능),"백엔드/서버개발, 앱개발, 웹개발, QA/테스터, SI개발 외                    수정일 26/05/14",~ 05/31(일)
53819038,서울,(주)아이샵케어,iShopCARE 핵심 직군 채용｜ 마케팅·영업·개발·CX·AS·보안  外,"기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 웹개발 외                    수정일 26/05/07",~ 05/31(일)
53844912,서울,(주)리파인,(주)리파인 신입/경력 채용공고,"백엔드/서버개발, 정보보안, 방화벽, 솔루션, 신경망 외                    수정일 26/05/11",~ 05/29(금)
53849661,서울,(주)이디야,"2026년 2분기 부문별 수시채용 (경력직, 계약직)","기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 유지보수 외                    수정일 26/05/18",~ 05/25(월)
53861623,서울,(주)씨아이테크,2026년 상반기 각 부문별 신입 및 경력 채용,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 앱개발, 웹개발 외                    수정일 26/05/12",~ 06/14(일)
53901090,서울,에스앤에이엔터테인먼트(주),[서울영커리언스 점프업] 미래 청년 일자리 참여자 모집,"데이터분석가, 데이터엔지니어, 데이터라벨링, 데이터마이닝, 데이터시각화 외                    수정일 26/05/15",~ 05/31(일)
53903479,서울,한국이콜랩(유),[외국계 화학] 각 부문 신입/경력 채용,"SAP, 기업회계, 세무회계, 원가관리, 재무회계 외                    수정일 26/05/18",~ 05/31(일)
53903624,서울,(주)위즈브레인,영상관제/IP WALL 시스템 엔지니어 채용,"기술지원, 백엔드/서버개발, 유지보수, 정보보안, 프론트엔드 외                    수정일 26/05/15",~ 05/31(일)
53905176,서울,(주)더그리트,[(주)더그리트] 정보통신기술사 채용,"정보통신, 임대 등록일 26/05/15",~ 06/14(일)
