공고번호,회사명,공고제목,기술스택/분야,마감일
49119398,㈜무늬랩스,Microsoft 365 Copilot 및 Agent 개발 컨설턴트,컨설팅,05/07(목) 등록
49118909,㈜이노션,[이노션] 데이터 분석 및 컨설팅 (Junior) (육아휴직 대체 계약직),N/A,05/07(목) 등록
49118814,가이아스,가이아스(주) 하드웨어 개발 경력자 (선임/책임급),"검증, 시스템설계, 회로설계, 시스템분석, SMT",05/07(목) 등록
49118806,가이아스,가이아스(주) 하드웨어 개발 신입,N/A,05/07(목) 등록
49119290,씨앤에스메디칼㈜,연구원(전자공학 전문) 모집 (경력 3년이상),"회로설계, 전기·전자, 의료기기",05/07(목) 등록
49118351,㈜디엘씨코리아,MS ERP - D365 F&O 컨설턴트 모집,"ERP, SCM, D365, DW, ERP, IT컨설팅, SCM",05/07(목) 등록
49126851,㈜에스엔아이시스템,[나주] 클라우드 플랫폼 엔지니어 (RedHat 오픈스택) 구인,"SI, 소프트웨어개발",05/07(목) 등록
49126747,시아이티링크,네트워크 기술지원 엔지니어 모집,"유지보수, 서버구축",05/07(목) 등록
49125600,㈜위17,cellular engineer,"이동통신, 전자통신, 테스터, 무선통신, 통신, 설치, 기술지원",05/07(목) 등록
49119608,㈜나우리,SW개발자 경력직 모집,"모바일앱개발, 솔루션, asp, SI개발, 소프트웨어개발, WAS",05/07(목) 등록
49125851,넛지헬스케어㈜,[캐시워크] 데이터엔지니어 병역특례 대상자 모집,"NODE.JS, Rest API, graphql, Nest.js, 모바일, 모바일App, 스마트폰, 아이폰, 안드로이드, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, 데이터마이닝, 데이터관리, 빅데이터, 데이터레이크, ETL, 데이터파이프라인",05/07(목) 등록
49124691,㈜아워콤,[이천] FAB MOS 운영자 모십니다,"SI, SI개발, GUI",05/07(목) 등록
49119396,㈜미노시스,일본 도쿄 / 소프트웨어 개발자 모집(신입),소프트웨어개발,05/07(목) 등록
49126801,㈜아이티앤,주식회사 아이티앤 AI 서비스 개발자 경력직 채용,"SM, 솔루션, SI, 소프트웨어개발",05/07(목) 등록
49126569,투아이시스㈜,[투아이시스(주)] H/W 시스템설계 경력직 채용,"시스템설계, 메카트로닉스",05/07(목) 등록
49125710,㈜제이엘케이,[제이엘케이] Technical Support 담당자 채용,"BigData, 기술지원, 솔루션, 유지보수, 시스템운영, 설치, 시스템분석, 서버관리, 설치, 네트워크관리, 소프트웨어개발, 유지보수, 기술지원",05/07(목) 등록
49125098,㈜리드워크,[리드워크/정규직]Python 기반 자동화 엔지니어 모집(Web/Mobie),"안드로이드, 아이폰, 테스터, 모바일, 모바일App, 검증",05/07(목) 등록
49122915,㈜YH데이타베이스,서울본부-금융보안파트(FDS/AML/내부통제) PM 채용,"PL, 시스템분석, PM, 아키텍처, 시스템설계, PO, 소프트웨어개발",05/07(목) 등록
49122891,㈜아이엔에쓰,"오창LG, EIF SM","SM, SI, LGCNS",05/07(목) 등록
49119902,㈜한컴이노스트림,(한컴이노스트림)영업지원실 프리세일즈팀 팀원 채용,"소프트웨어개발, SI, 제안·컨설팅, 콘텐츠기획, 솔루션스아키텍트",05/07(목) 등록
49119862,㈜타스코,"시험기 자동제어(PLC,미쯔비시,LS/HMI)","회로설계, CAM, 시스템설계, 회로설계, 메카트로닉스, 자동제어, 기계설비, PLC, 제어·설계",05/07(목) 등록
49125327,㈜에이블그리드,x86 서버 엔지니어 채용,"시스템운영, 시스템운영, 유지보수",05/07(목) 등록
49124793,㈜정데이타시스템,증권사 시스템 운영 담당자 채용,"네트웍구축, IDC",05/07(목) 등록
49124348,마이데이터,GCP 기반 데이터 엔지니어 (Airflow/BigQuery) 모집,"소프트웨어개발, BigData, SCM, SI, SM",05/07(목) 등록
49123370,㈜알텐코리아,전장품 HW 개발 엔지니어,"회로설계, 자동차부품, 항공, 자동차, 항공기계, HW",05/07(목) 등록
49120579,㈜씨아이솔루션,"시스템 운영 (Web/WAS : Apache/Weblogic,  Oracle DB)및 관리자 채용","방화벽, WAS, 네트워크보안, Weblogic, 서버구축, 시스템운영, 시스템운영, 시스템분석, IDS, web, 네트워크관리, Oracle DB, Apache, 서버관리, 서버구축, 네트워크관리, 정보보안",05/07(목) 등록
49120525,대신정보통신㈜,국가정보자원관리원 광주센터 네트워크 엔지니어 모집,"NI, SM, 솔루션, SI, 시스템운영, 네트워크관리, WAS",05/07(목) 등록
49120347,㈜큐드,[의왕] 차량 CAN통신 연동 평가 테스트 엔지니어 (QA) 모집,"테스터, 검증, 소프트웨어개발",05/07(목) 등록
49119846,㈜타스코,시험기 전장설계/전기배선/속판/판넬/로컬배선,"회로설계, 회로설계, 메카트로닉스, 자동제어, 기계설비, 자동화설비, PLC",05/07(목) 등록
49119373,㈜미노시스,일본 도쿄 / 소프트웨어 개발자 모집(경력),소프트웨어개발,05/07(목) 등록
49119022,㈜넥시스 디자인 그룹,정보기술 (신입/경력) 채용,"시스템운영, 정보통신·IT, 부엌가구, 가구, 네트워크관리",05/07(목) 등록
49118544,㈜트윔,AI 플랫폼 백엔드 개발자 모집(전문연구요원 가능),"인공지능, 디스플레이, 이미지프로세싱, 딥러닝",05/07(목) 등록
49126110,㈜ 세렌즈,DBA / DB 엔지니어 모집 (경력/OCM필수),"Oracle, DBMS",05/07(목) 등록
49125990,㈜위지언,대학교 종합정보시스템 운영 및 유지보수 엔지니어 채용,"서버관리, SI개발",05/07(목) 등록
49125698,㈜제이엘케이,[제이엘케이] 인공지능(AI) 빅데이터 연구원 (전문연구요원),"BigData, 빅데이터, 인공지능, 솔루션, 소프트웨어개발, 딥러닝",05/07(목) 등록
49125581,㈜노리앤드,(주)노리앤드 풀필먼트 시스템 개발 총괄(PM/PL),"솔루션, SI, 정보통신·IT, 시스템설계, SCM, 서비스기획, 소프트웨어개발",05/07(목) 등록
49118533,㈜트윔,머신비전 영상처리 S/W 개발자 채용(신입/경력),"인공지능, 유지보수, 디스플레이, 이미지프로세싱, 설치, 기술지원, 딥러닝, 기계조작",05/07(목) 등록
49126828,로민,AI 엔지니어 모집,"인공지능, 자연어처리(NLP), 솔루션, SI개발, 이미지프로세싱, 딥러닝",05/07(목) 등록
49123041,㈜로그프레소,[Welcome Bonus 지급] 솔루션 구축 엔지니어 영입,"poc, 쿼리, 방화벽, 솔루션, 클라우드 인프라, 로그 분석, 시스템운영, Unix, 데이터 인프라, 네트워크관리, 리눅스, 보안관제, 데이터베이스, 정보보안, API, 네트워크관리",05/07(목) 등록
49125526,㈜데이터트리,공공기관 NI시스템 운영/OA유지보수,"NI, 시스템운영",05/07(목) 등록
49117138,펫쓰리엘,영업 정규직을 채용합니다.,"무역, 애견용품, 영업, 펫쓰리엘, 인공지능, 정보디자인, 삽화·일러스트, 납품, 물류센터, 재고관리, 창고관리, 외자구매, 자재구매, 구매계약, 상품입출고, 외자구매, 자재구매, 재고관리, 납품, 배차, 보세운송, 상품입출고, 외주관리, 국내영업, 장비영업, 거래선개발관리, 거래처관리, 고객관리, 매출관리, 영업기획, 데이터분석, 영업전략",05/07(목) 등록
49122863,㈜멘토스,소프트웨어 소스코드 분석 엔지니어 모집,"테스터, 모바일, 모바일App, 검증",05/07(목) 등록
49121796,시지코리아㈜,[Shiji Korea 외국계] POS Implementation & Support,"시스템운영, 시스템설계",05/07(목) 등록
49119951,㈜스톤위즈,[경력] 5G/LTE IoT단말 검증(QA) 및 기술지원,"모바일앱개발, 테스터, 웹마스터, 단말검증, 품질테스트, 검증",05/07(목) 등록
49124745,알피니언메디칼시스템㈜,[일진그룹] 초음파 진단기 SW개발,UI·UX기획,05/07(목) 등록
49124702,㈜에스티에이테스팅컨설팅,웨어러블(스마트워치)유저테스트 관리자 모집,"검증, QA, SW테스트, ㈜에스티에이테스팅컨설팅, 모바일앱개발, 소프트웨어개발, 솔루션, 테스터, 생활체육, 스포츠센터, 안전요원, 피트니스센터",05/07(목) 등록
49120927,㈜포시에스,(주)포시에스 전자문서 솔루션 프리세일즈(pre-sales) 및 기술지원 채용,"프리세일즈, 기술지원",05/07(목) 등록
49120151,㈜파로스,(주)파로스 시스템 개발자 경력 채용,"C++, 펌웨어, 네트워크보안, 회로설계, PCB, Linux, 시스템개발자, HW, MCU",05/07(목) 등록
49119891,㈜윈웨이,금융 IT 개발자 [정규직] 채용,"SM, SI개발, 솔루션, SI, 소프트웨어개발",05/07(목) 등록
49127509,위킵㈜,[구로 / 팀장급] 개발자 (7년이상 경력) 채용,"물류센터, 인공지능, 챗봇, 물류관리, 물류, 입출고관리",05/07(목) 등록
49118889,㈜코비엔,카드  청구매입/정산 업무 (sm),"시스템분석, 하드웨어",05/07(목) 등록
49126063,위즈덤마인드㈜,"데이터 아키텍트(DA), 데이터 모델러 모집","데이터 모델링, DA(데이터 아키텍트), 모델링, OLAP개발자, 데이터관리, DBMS, DB튜닝",05/07(목) 등록
49123756,라인컴퓨터아트학원,"라인컴퓨터아트학원 Java, Python/프로그래밍  [보조]강사 모십니다.",IT학원,05/07(목) 등록
49123750,㈜에코브레인,[병역특례] 데이터사이언티스트 전문연구요원,"솔루션, 소프트웨어개발, 딥러닝",05/07(목) 등록
49123494,㈜네오디엑스,(판교)포스코 모니터링(엔키아)시스템 운영자 모집,"NI, SM, WAS, 시스템운영, 서버관리",05/07(목) 등록
49119515,㈜인브릿지,백앤드시스템 개발자 및 중간관리자 모집합니다,"소프트웨어개발, 솔루션",05/07(목) 등록
49125097,㈜디퍼아이,디퍼아이 FPGA Logic Hardware Engineer 채용,"임베디드, 시스템설계, 회로설계, 딥러닝",05/07(목) 등록
49124601,㈜솔티넷,보험 TM업무 분석/설계 모집,"솔루션, 시스템분석, 시스템설계, 소프트웨어개발",05/07(목) 등록
49124392,㈜리노빗,(주)리노빗 모터제어 펌웨어 개발 채용 공고,"하드웨어, 펌웨어",05/07(목) 등록
49120511,Fount,[핀테크/금융/AI] DevOps Engineer 정규직 채용(경력),소프트웨어개발,05/07(목) 등록
49118601,의료법인 자인의료재단 더자인병원,종합병원 전산팀 직원 충원 채용,"종합병원, 네트워크관리",05/07(목) 등록
49125435,㈜디엘씨코리아,MS ERP Dynamics365 F&O 개발자,"DW, ERP, 아키텍처, 시스템설계, IT컨설팅, SCM, HTTP",05/07(목) 등록
49124232,디딤㈜,SI 프로젝트 수행 PM 및 PL 리더 경력자 채용,"솔루션, PM, PL, 시스템분석, 시스템설계, 아키텍처, SI개발",05/07(목) 등록
49124192,㈜데이타뱅크,(서울) Oracle DB 엔지니어 모집,"IT컨설팅, Oracle, DBMS, DB튜닝",05/07(목) 등록
49119234,㈜세틀원,블록체인 개발 및 마케팅직원 모집(재택가능),"암호화폐, 영상제작, B2C, 전자상거래, 제휴마케팅, 바이럴마케팅, DID, 쇼핑몰, 소셜커머스, SNS마케팅, 오픈마켓, SNS마케팅, 콘텐츠기획, Dapp, 스마트컨트랙트",05/07(목) 등록
49119190,㈜스마트이,(A)알파원격평생교육원 웹사이트 유지보수 및 개발자 채용공고,"인터넷교육, 컨텐츠, 개발자, 개발/유지보수",05/07(목) 등록
49118558,㈜삼인에이치엔티,앱개발자 채용,N/A,05/07(목) 등록
49127405,㈜이르테크,"국어(사전류), 한국어 교육 관련 시스템 개발 및 유지관리","모바일앱개발, SM, 솔루션, 시스템분석, SI, SI개발, 시스템설계, 소프트웨어개발",05/07(목) 등록
49123663,티오더,[t`order Inc.] Data Analytics Engineer 모집,"모바일앱개발, 소프트웨어개발, 빅데이터, 데이터레이크, ETL, 데이터파이프라인, BI, 데이터분석, 데이터시각화, 분석모델링",05/07(목) 등록
49123351,㈜연합시스템,[연합시스템 BaroFactory] 제조 AI 플랫폼 SE / Field Solution Engineer,"금속, 금속가공, 금속재료, 금형, 절삭공구, 네트워크관리, 서버관리",05/07(목) 등록
49123295,㈜나누리아이티,증권 업무 펀드/출납/뱅킹(CD공동망) 개발자 모집,"시스템분석, SI개발, 시스템설계, 소프트웨어개발",05/07(목) 등록
49123071,㈜이커머스테크,[경력/마곡] 전자결제서비스 시스템 및 네트워크 운영,"SM, 네트워크관리, 시스템운영, 네트워크관리",05/07(목) 등록
49122356,㈜브리즈,AWS / Azure Cloud 및 System 엔지니어 경력 채용,"SM, 서버구축, SI, 시스템분석, 시스템설계, 클라우드아키텍트",05/07(목) 등록
49121395,㈜큐브코아,ERP 회계 시스템 분석/설계자 채용,"ERP, SI, 시스템분석, 시스템설계, SI개발",05/07(목) 등록
49118498,대성금속㈜,경영지원부 전산팀 개발관리 채용의 건,"소셜커머스, 쇼핑몰, 오픈마켓, 전자상거래, B2C, 시스템설계",05/07(목) 등록
49126056,㈜IMCGAMES,트리오브세이비어 대만 서비스 운영자,"게임마케팅, 시장조사, RPG, 통계·분석, 기타외국어, 게임운영관리, MMORPG, GM·CS",05/07(목) 등록
49123617,스카이랩스,"머신러닝 Researcher / Engineer [신입, 전문연구요원(보충역/전직) 가능]","인공지능, 건강, 의료기기, 딥러닝",05/07(목) 등록
49123577,㈜아이티앤씨,통합유지보수 비상주 PM 모십니다. (서울 양재동),"시스템운영, 하드웨어, 서버관리, 컴퓨터, 유지보수",05/07(목) 등록
49118210,차이,플랫폼 개발자 채용,편집디자인,05/07(목) 등록
49126350,㈜해냄정보기술,서버 및 S/W 인프라 운영 관리 / 공공기관 상주근무(세종),"솔루션, 시스템운영, SI, 서버관리, WAS",05/07(목) 등록
49126259,대한예수교장로회 주안교회,웹프로그래머  PC관리(HW/SW포함) 네트워크 관리,"종교단체, 서버관리, 반응형웹, HTTP",05/07(목) 등록
49125481,투아이시스㈜,[투아이시스(주)] S/W 알고리즘 개발 경력직 채용,"인공지능, 알고리즘 개발, 딥러닝",05/07(목) 등록
49124407,인포웨어,"보안컨설턴트 (신입, 경력) 모집","정보보호, 정보보호컨설턴트, 보안컨설팅, 보안소프트웨어, 정보보안, 정보보안, 보안컨설턴트, 보안컨설팅, 정보보안",05/07(목) 등록
49120800,㈜데이타시큐어,보안솔루션 관련 엔지니어 모집,"솔루션, 정보보안",05/07(목) 등록
49119443,제닉스로보틱스㈜,제닉스로보틱스(주) 자율주행 인식 및 제어 담당자 채용,자동화설비,05/07(목) 등록
49119149,인텍텔레콤,임베디드 SW 및 신호처리 시스템 개발자 모집(경력),"시스템설계, 아키텍처",05/07(목) 등록
49118536,㈜트윔,AI 로봇비전 개발자 채용(경력),"인공지능, 디스플레이, 이미지프로세싱, 딥러닝",05/07(목) 등록
49122949,㈜로그프레소,[Welcome Bonus 지급] 기술지원 엔지니어 영입,"쿼리, 방화벽, 솔루션, 클라우드 인프라, 시스템운영, 데이터 인프라, 네트워크관리, 리눅스, 보안관제, 데이터베이스, 정보보안, 기술지원, 네트워크관리",05/07(목) 등록
49124738,알피니언메디칼시스템㈜,[일진그룹] SW개발 Platform파트 채용 (선임-책임급),"UI·UX기획, 인터페이스",05/07(목) 등록
49121862,㈜데이터시티위마켓,"웹 프로그래머(블록체인) 채용, AI능통, 즉시 출근자",N/A,05/07(목) 등록
49121146,㈜리더스코스메틱,"MES/POP 운영, 개발자 채용 (서울/안성 근무)","화장품, 시스템운영, 서버관리, 네트워크관리",05/07(목) 등록
49124683,알피니언메디칼시스템㈜,"[일진그룹] HW개발 (회로설계파트, PSU설계파트, FPGA설계파트)","제품 검증, 시스템설계, 회로설계, 인허가, 아날로그설계, 제품 인허가, 의료기기, 디지털설계, 노이스분석",05/07(목) 등록
49124104,티오더,[t`order Inc.] DevOps Engineer 모집,"네트워크관리, 모바일앱개발, 솔루션스아키텍트, 서버구축, 시스템운영, 시스템운영, 시스템분석, DevOps, 네트워크관리, 시스템설계, 클라우드개발자, 서버구축, 클라우드아키텍트, 네트워크관리, 소프트웨어개발",05/07(목) 등록
